Episode,Score,Epsilon,Steps,Time
173,-0.7499999999999925,0.17574730149117582,478,14.64
174,-0.7899999999999938,0.17398982847626407,421,12.83
175,-4.699999999999997,0.17224993019150142,335,10.12
176,-9.129999999999999,0.1705274308895864,199,6.31
177,-10.009999999999998,0.16882215658069055,171,5.24
178,-4.109999999999996,0.16713393501488363,331,10.33
179,-2.0399999999999947,0.16546259566473479,411,12.35
180,-6.969999999999997,0.16380796970808745,228,6.96
181,-6.279999999999996,0.16216989001100657,355,10.46
182,2.2600000000000082,0.1605481911108965,431,13.36
183,4.900000000000011,0.15894270919978754,493,14.76
184,-4.1699999999999955,0.15735328210778965,453,12.76
185,1.5300000000000065,0.15577974928671176,398,12.36
186,-6.4499999999999975,0.15422195179384465,305,9.68
187,-6.399999999999996,0.1526797322759062,233,7.45
188,-8.059999999999999,0.15115293495314713,202,6.39
189,-3.839999999999993,0.14964140560361566,383,12.50
190,-5.899999999999995,0.1481449915475795,297,9.01
191,-2.339999999999994,0.1466635416321037,332,10.24
192,-2.869999999999996,0.14519690621578268,422,12.66
193,-7.239999999999995,0.14374493715362485,235,7.52
194,-7.799999999999999,0.1423074877820886,213,6.47
195,1.5900000000000047,0.1408844129042677,415,12.99
196,-2.9899999999999958,0.13947556877522502,291,8.88
197,-3.0999999999999948,0.13808081308747278,369,10.75
198,0.9900000000000069,0.13670000495659804,434,13.61
199,6.669999999999975,0.13533300490703207,632,19.33
200,-7.969999999999997,0.13397967485796175,199,6.55
201,-9.75,0.13263987810938213,163,5.14
202,-7.099999999999997,0.1313134793282883,220,7.01
203,1.8200000000000087,0.13000034453500542,404,12.64
204,-5.4499999999999975,0.12870034108965536,254,7.97
205,-3.5599999999999947,0.12741333767875881,311,9.61
206,-1.2599999999999922,0.12613920430197123,347,10.65
207,-1.829999999999997,0.12487781225895152,390,11.20
208,-3.759999999999992,0.123629034136362,375,12.23
209,-7.789999999999996,0.12239274379499838,276,8.04
210,2.309999999999782,0.1211688163570484,790,23.22
211,16.119999999999685,0.11995712819347792,765,33.06
212,1.9199999999999888,0.11875755691154315,310,10.80
213,-7.6999999999999975,0.11756998134242772,211,6.82
214,-1.3799999999999937,0.11639428152900344,369,10.75
215,-4.579999999999993,0.11523033871371341,450,13.45
216,-3.6699999999999937,0.11407803532657627,325,9.70
217,-6.699999999999997,0.11293725497331052,237,7.77
218,-8.559999999999997,0.1118078824235774,302,9.26
219,-2.7799999999999936,0.11068980359934164,385,11.84
220,-0.6399999999999957,0.10958290556334822,378,11.51
221,-6.229999999999996,0.10848707650771475,262,7.80
222,-5.229999999999996,0.1074022057426376,286,8.60
223,-5.259999999999995,0.10632818368521123,287,8.97
224,-6.489999999999995,0.10526490184835911,267,8.67
225,-5.0899999999999945,0.10421225282987552,283,8.32
226,-2.9199999999999964,0.10317013030157676,349,10.40
227,-3.3099999999999947,0.10213842899856099,378,10.88
228,-2.639999999999994,0.10111704470857538,381,11.40
229,-1.4799999999999958,0.10010587426148963,361,11.04
230,-1.4099999999999908,0.09910481551887473,417,12.87
231,-8.959999999999997,0.09910481551887473,222,7.48
232,-6.279999999999996,0.09910481551887473,265,7.74
233,-6.239999999999997,0.09910481551887473,281,9.18
234,-6.659999999999998,0.09910481551887473,294,8.99
235,-9.04,0.09910481551887473,179,5.74
236,-4.879999999999998,0.09910481551887473,298,9.31
237,-7.449999999999994,0.09910481551887473,374,11.87
238,3.9299999999999713,0.09910481551887473,455,13.25
239,-8.769999999999998,0.09910481551887473,202,6.09
240,-2.659999999999995,0.09910481551887473,299,9.26
241,-5.359999999999996,0.09910481551887473,297,9.49
242,-4.849999999999994,0.09910481551887473,364,11.45
243,-2.8799999999999955,0.09910481551887473,316,9.39
244,-7.139999999999998,0.09910481551887473,285,8.80
245,-4.579999999999995,0.09910481551887473,288,9.12
246,-4.009999999999997,0.09910481551887473,279,9.11
247,-7.789999999999997,0.09910481551887473,205,6.74
248,3.219999999999942,0.09910481551887473,460,14.12
249,-2.3499999999999934,0.09910481551887473,381,11.50
250,-6.629999999999999,0.09910481551887473,253,8.27
251,-0.7399999999999936,0.09910481551887473,331,10.66
252,-0.1699999999999946,0.09910481551887473,385,11.88
253,1.4299999999999953,0.09910481551887473,442,13.80
254,0.3299999999999379,0.09910481551887473,453,13.49
255,3.4999999999999387,0.09910481551887473,498,14.77
256,2.799999999999928,0.09910481551887473,674,19.39
257,0.38999999999998725,0.09910481551887473,426,12.93
258,-1.8799999999999952,0.09910481551887473,361,10.94
259,-8.359999999999996,0.09910481551887473,197,6.55
260,-2.9199999999999933,0.09910481551887473,327,9.90
261,-4.789999999999996,0.09910481551887473,314,9.65
262,-1.9499999999999946,0.09910481551887473,379,11.60
263,0.11000000000000965,0.09910481551887473,414,12.99
264,-0.7099999999999946,0.09910481551887473,355,11.36
265,1.7299999999998192,0.09910481551887473,512,14.99
266,-1.4199999999999948,0.09910481551887473,351,10.68
267,-8.159999999999998,0.09910481551887473,202,6.37
268,-8.319999999999997,0.09910481551887473,196,6.05
269,-1.5199999999999936,0.09910481551887473,360,11.14
270,-3.3399999999999954,0.09910481551887473,322,10.20
271,-6.76,0.09910481551887473,371,10.98
272,-4.399999999999996,0.09910481551887473,316,9.63
273,-6.529999999999996,0.09910481551887473,243,7.40
274,1.2000000000000086,0.09910481551887473,467,13.89
275,-0.24999999999999378,0.09910481551887473,547,16.10
276,-4.9999999999999964,0.09910481551887473,270,8.60
277,-3.599999999999994,0.09910481551887473,288,9.04
278,18.419999999999746,0.09910481551887473,816,35.11
279,-6.429999999999998,0.09910481551887473,284,9.30
280,-5.769999999999996,0.09910481551887473,250,7.64
281,-0.6300000000000017,0.09910481551887473,375,11.33
282,1.4899999999999647,0.09910481551887473,513,15.75
283,-6.209999999999994,0.09910481551887473,253,7.96
284,-3.8399999999999963,0.09910481551887473,314,9.85
285,-3.6599999999999935,0.09910481551887473,383,11.25
286,-1.9199999999999944,0.09910481551887473,316,9.49
287,-5.16000000000002,0.09910481551887473,330,10.41
288,-7.479999999999997,0.09910481551887473,201,6.06
289,1.7599999999999976,0.09910481551887473,419,13.25
290,-6.229999999999998,0.09910481551887473,290,8.71
291,-5.509999999999996,0.09910481551887473,251,7.64
292,0.11000000000000831,0.09910481551887473,457,13.20
293,-5.669999999999995,0.09910481551887473,268,8.70
294,-3.259999999999995,0.09910481551887473,306,9.67
295,3.1600000000000104,0.09910481551887473,528,16.00
296,-6.359999999999996,0.09910481551887473,249,7.82
297,-6.729999999999995,0.09910481551887473,262,8.51
298,5.509999999999975,0.09910481551887473,525,16.04
299,-7.059999999999996,0.09910481551887473,227,7.45
300,-4.179999999999995,0.09910481551887473,291,9.16
301,-1.3199999999999936,0.09910481551887473,372,11.45
302,-4.129999999999995,0.09910481551887473,317,9.49
303,-4.7499999999999964,0.09910481551887473,278,9.02
304,-4.649999999999995,0.09910481551887473,304,9.35
305,23.18999999999955,0.09910481551887473,1074,42.53
306,-0.3100000000000178,0.09910481551887473,398,12.06
307,-0.4899999999999922,0.09910481551887473,433,12.93
308,2.4499999999998745,0.09910481551887473,376,11.27
309,-3.6099999999999954,0.09910481551887473,303,9.21
310,-6.819999999999997,0.09910481551887473,285,8.81
311,-5.7099999999999955,0.09910481551887473,255,8.36
312,-0.16999999999999238,0.09910481551887473,435,13.36
313,-6.069999999999997,0.09910481551887473,250,7.44
314,-1.989999999999996,0.09910481551887473,313,9.98
315,-5.7899999999999965,0.09910481551887473,256,7.68
316,-0.6099999999999914,0.09910481551887473,355,10.87
317,1.2800000000000087,0.09910481551887473,427,13.48
318,-1.7199999999999946,0.09910481551887473,350,11.20
319,-0.9599999999999955,0.09910481551887473,381,11.31
320,-4.539999999999996,0.09910481551887473,313,9.80
321,-7.5699999999999985,0.09910481551887473,345,10.43
322,-3.4699999999999944,0.09910481551887473,342,10.38
323,4.899999999999802,0.09910481551887473,590,17.94
324,-4.449999999999996,0.09910481551887473,278,8.66
325,-5.349999999999994,0.09910481551887473,389,11.89
326,-0.47999999999999243,0.09910481551887473,381,11.85
327,-5.559999999999997,0.09910481551887473,303,9.03
328,6.039999999999985,0.09910481551887473,437,13.57
329,-2.7400000000000957,0.09910481551887473,449,13.59
330,-4.669999999999996,0.09910481551887473,292,8.45
331,3.5500000000000096,0.09910481551887473,454,14.00
332,-6.0799999999999965,0.09910481551887473,256,7.71
333,-5.859999999999997,0.09910481551887473,270,8.31
334,-5.289999999999997,0.09910481551887473,286,8.58
335,-0.040000000000000036,0.09910481551887473,404,11.81
336,8.319999999999865,0.09910481551887473,539,24.11
337,0.2900000000000036,0.09910481551887473,331,10.91
338,-4.309999999999995,0.09910481551887473,307,10.04
339,-7.409999999999997,0.09910481551887473,210,6.65
340,2.860000000000009,0.09910481551887473,443,14.01
341,-3.7999999999999945,0.09910481551887473,316,9.51
342,-1.8599999999999914,0.09910481551887473,371,11.08
343,-1.6699999999999948,0.09910481551887473,437,13.25
344,-2.669999999999995,0.09910481551887473,308,9.53
345,-8.439999999999998,0.09910481551887473,188,6.17
346,-8.649999999999997,0.09910481551887473,191,6.33
347,15.339999999999772,0.09910481551887473,546,25.83
348,-1.149999999999996,0.09910481551887473,278,9.05
349,1.8799999999998898,0.09910481551887473,639,19.13
350,-9.88,0.09910481551887473,142,4.67
351,-1.4999999999999925,0.09910481551887473,419,12.85
352,-5.8399999999999945,0.09910481551887473,262,8.57
353,-6.879999999999997,0.09910481551887473,256,7.79
354,3.490000000000011,0.09910481551887473,480,14.38
355,3.7099999999999977,0.09910481551887473,545,16.47
356,-0.5699999999999923,0.09910481551887473,397,11.81
357,-8.19,0.09910481551887473,176,5.35
358,-4.9599999999999955,0.09910481551887473,292,9.25
359,-8.599999999999998,0.09910481551887473,217,6.95
360,4.019999999999998,0.09910481551887473,498,15.07
361,-0.10999999999999543,0.09910481551887473,303,9.53
362,-7.919999999999996,0.09910481551887473,195,6.27
363,-3.359999999999993,0.09910481551887473,382,11.69
364,-7.509999999999996,0.09910481551887473,218,6.90
365,-4.729999999999995,0.09910481551887473,304,9.51
366,-3.8899999999999952,0.09910481551887473,308,9.05
367,-2.229999999999993,0.09910481551887473,433,12.98
368,-2.939999999999994,0.09910481551887473,274,8.76
369,-6.509999999999996,0.09910481551887473,237,7.59
370,-8.969999999999999,0.09910481551887473,169,5.71
371,-4.319999999999995,0.09910481551887473,296,9.25
372,8.61999999999993,0.09910481551887473,657,20.04
373,12.529999999999777,0.09910481551887473,762,23.00
374,-7.199999999999996,0.09910481551887473,224,7.22
375,-6.259999999999997,0.09910481551887473,254,8.03
376,-3.199999999999994,0.09910481551887473,334,10.39
377,-3.459999999999993,0.09910481551887473,330,10.65
378,1.2400000000000078,0.09910481551887473,411,13.03
379,-5.719999999999997,0.09910481551887473,266,8.77
380,-2.4499999999999935,0.09910481551887473,360,11.25
381,-5.159999999999997,0.09910481551887473,264,8.20
382,-3.049999999999994,0.09910481551887473,342,10.11
383,-1.5199999999999934,0.09910481551887473,366,11.44
384,-5.319999999999997,0.09910481551887473,305,9.70
385,-2.2199999999999953,0.09910481551887473,345,11.16
386,-7.089999999999996,0.09910481551887473,217,6.78
387,1.9799999999999907,0.09910481551887473,416,12.91
388,-5.549999999999995,0.09910481551887473,267,8.89
389,-8.219999999999999,0.09910481551887473,195,6.40
390,-0.009999999999996234,0.09910481551887473,357,11.31
391,-2.9699999999999966,0.09910481551887473,386,12.24
392,-1.219999999999997,0.09910481551887473,344,10.98
393,-9.349999999999998,0.09910481551887473,230,7.52
394,1.869999999999909,0.09910481551887473,406,13.39
395,-4.299999999999995,0.09910481551887473,325,10.11
396,3.519999999999859,0.09910481551887473,497,14.67
397,-7.769999999999996,0.09910481551887473,213,6.82
398,-4.899999999999997,0.09910481551887473,277,8.64
399,0.9000000000000088,0.09910481551887473,429,13.07
400,-5.739999999999995,0.09910481551887473,287,9.55
401,-8.659999999999998,0.09910481551887473,199,6.81
402,-4.459999999999994,0.09910481551887473,280,9.80
403,3.0100000000000113,0.09910481551887473,373,12.56
404,-7.599999999999998,0.09910481551887473,207,6.98
405,-6.7899999999999965,0.09910481551887473,235,7.37
406,-5.529999999999996,0.09910481551887473,294,9.61
407,-4.869999999999996,0.09910481551887473,272,8.46
408,-7.729999999999997,0.09910481551887473,239,7.61
409,0.7000000000000073,0.09910481551887473,362,11.08
410,-5.349999999999995,0.09910481551887473,287,9.06
411,-0.8899999999999957,0.09910481551887473,378,12.52
412,-0.8499999999999912,0.09910481551887473,521,16.67
413,-0.39000000000005564,0.09910481551887473,545,16.06
414,-3.3299999999999947,0.09910481551887473,306,9.51
415,-9.04,0.09910481551887473,178,5.89
416,-0.08999999999999364,0.09910481551887473,369,12.69
417,-2.2999999999999954,0.09910481551887473,304,10.40
418,-5.719999999999995,0.09910481551887473,321,11.09
